,lambda,Res_25um,band,img_quality_col,img_quality_col_2nd_pos,Res,Res_2nd_pos
152,697.9591836734694,785.5074951556373,i,21.20969233614896,21.271348418521487,925.8827081343954,923.198990139803
153,702.5510204081633,775.0521866307531,i,21.225106356742092,21.148036253776436,912.8955275936228,916.2224063384974
154,707.1428571428571,764.8514406239557,i,21.363832542080274,21.148036253776436,895.0307009725785,904.1636673090334
155,711.7346938775511,754.8973944867864,i,21.50255872741846,21.148036253776436,877.6832144215905,892.3965627683082
156,716.3265306122449,745.1825019981259,i,21.641284912756646,21.148036253776436,860.8344017028206,880.9121720049272
157,720.9183673469388,735.6995172619125,i,21.78001109809483,21.148036253776436,844.4664168769256,869.7019293346181
158,725.5102040816327,726.4414803945468,i,21.91873728343301,21.148036253776436,828.5621920196312,858.7576071806964
159,730.1020408163265,717.4017025763571,i,22.057463468771193,21.148036253776436,813.1053958131333,848.0712984027651
160,734.6938775510204,708.5737541257841,i,22.196189654109375,21.148036253776436,798.0803970948677,837.6354021986948
161,739.2857142857143,699.9514518809942,i,22.33491583944756,21.148036253776436,783.4722289894994,827.4426091878896
162,743.8775510204082,691.5288482708465,i,22.473642024785743,21.148036253776436,769.2665562486187,817.4858884916079
163,748.469387755102,683.30022008974,i,22.612368210123925,21.148036253776436,755.4496434652689,807.7584744632284
164,753.0612244897959,675.2600559488069,i,22.936062642579685,21.240520377335223,736.0243849081788,794.7781456773366
165,757.6530612244898,667.403050668999,i,23.352241198594236,21.37924656267341,714.49571477231,780.433314982011
166,762.2448979591836,659.7240932565636,i,23.768419754608786,21.51797274801159,693.9082405011809,766.4803057684961
167,766.8367346938776,652.218259032329,i,24.184598310623343,21.656698933349777,674.2082819149359,752.9059034338322
168,771.4285714285714,644.8808006930064,i,24.600776866637894,21.79542511868796,655.3459715814456,739.6974332701465
169,776.0204081632653,637.707140480928,i,25.016955422652444,21.93415130402614,637.2749298496717,726.842734466632
170,780.6122448979592,630.6928651920333,i,25.43313397866699,22.072877489364323,619.951974578763,714.3301383065356
171,785.204081632653,623.8337142079813,i,25.84931253468154,22.211603674702506,603.3368521609572,702.1484393295802
172,789.795918367347,617.1255786611816,i,26.2654910906961,22.35032986004069,587.392004712776,690.2868800210831
173,794.3877551020408,610.5644906643421,i,26.68166964671065,22.489056045378874,572.082349744943,678.7351250229585
174,798.9795918367347,604.1466182682917,i,27.097848202725196,22.62778223071706,557.3750854205589,667.4832426221678
175,803.5714285714286,597.8682615945864,i,28.053517479499348,23.41389728096676,532.7926008133296,638.3690147993811
176,808.1632653061224,591.7258459389244,i,29.16332696220481,24.384980578334044,507.2516646555718,606.6499048851718
177,812.7551020408164,585.715915180393,i,30.273136444910303,25.35606387570135,483.6927916655189,577.4909682863703
178,817.3469387755102,579.835130139039,i,31.382945927615765,26.327147173068628,461.90304399435524,550.6057362836693
179,821.9387755102041,574.0802622488767,i,32.49275541032123,27.29823047043591,441.6986609779189,525.7486038065799
180,826.530612244898,568.4481873279827,i,33.602564893026695,28.26931376780319,422.9202362510345,502.7078053583726
181,831.1224489795918,562.9358850331778,i,34.71237437573216,29.240397065170473,405.42882412758047,481.2997954324255
182,835.7142857142858,557.5404315734656,i,35.822183858437654,30.211480362537777,389.10276504690336,461.3647071270426
183,840.3061224489796,552.2589963895764,i,36.93199334114311,31.182563659905057,373.83508607857004,442.7626625033385
184,844.8979591836735,547.0888417785529,i,38.04180282384858,32.15364695727234,359.53135837951174,425.3707538258077
185,849.4897959183673,542.0273148110584,i,39.15161230655404,33.12473025463962,346.1079141307306,409.0805499730366
186,854.0816326530612,537.0718457051275,i,39.274924471299094,33.23262839879154,341.86688640076386,404.0245021099937
187,858.6734693877552,532.219946562387,i,39.274924471299094,33.23262839879154,338.778465984904,400.374550709432
188,863.265306122449,527.4692053177668,i,39.274924471299094,33.23262839879154,335.75443646188614,396.80069763677454
189,867.8571428571429,522.8172845194091,i,39.274924471299094,33.23262839879154,332.79330995370077,393.3011844907373
190,872.4489795918367,518.2619180599926,i,39.274924471299094,33.23262839879154,329.8936439958799,389.87430654058534
191,877.0408163265306,513.8009098093889,i,39.274924471299094,33.23262839879154,327.05404066713027,386.51841169751765
192,881.6326530612246,509.4321289462818,i,39.274924471299094,33.23262839879154,324.2731436177294,383.2318970027711
193,886.2244897959183,505.153507809252,i,39.274924471299094,33.23262839879154,321.5496367016585,380.01320701105095
194,890.8163265306123,500.9630414275141,i,39.274924471299094,33.23262839879154,318.8822436778984,376.8608334375163
195,895.4081632653061,496.8587843816917,i,39.274924471299094,33.23262839879154,316.2697262121922,373.7733127962271
196,900.0,492.83884744128676,i,39.274924471299094,33.23262839879154,313.7108817366652,370.7492238706044
